lv1,lv2,lv3,lv4,lv5,lv6,id
,,,,Freizeithemden & Shirts,,57990
,,,,Klassische Hemden,,57991
,,,,Poloshirts,,185101
,,,,T-Shirts,,15687
,,,Shorts & Bermudas,,,15689
,,,Socken,,,11511
,,,Trachtenmode,,,80966
,,,,Hemden,,80967
,,,,Lederhosen & Hosen,,80968
,,,,Jacken & Westen,,80969
,,,,Accessoires,,8467
,,,Unterwäsche,,,11507
,,Herrenschuhe,,,,93427
,,,Business-Schuhe,,,53120
,,,Halbschuhe,,,24087
,,,Hausschuhe,,,11505
,,,Sandalen,,,11504
,,,Sneaker,,,15709
,,,Stiefel,,,11498
,,Herren-Accessoires,,,,4250
,,,Ausweis- & Dokumentenetuis,,,169271
,,,Geldbörsen & Etuis,,,2996
,,,Gürtel,,,2993
,,,Gürtelschnallen,,,86647
,,,Handschuhe & Fäustlinge,,,2994
,,,Hosenträger,,,105387
,,,Hüte & Mützen,,,52365
,,,Krawatten & Fliegen,,,15662
,,,Schals & Tücher,,,52382
,,,Schirme,,,90634
,,,Schlüsselanhänger,,,52373
,,,Sonnenbrillen & -zubehör,,,179239
,,,,Sonnenbrillen,,79720
,,,,Ersatzgläser & -teile,,179194
,,,,Zubehör,,179241
,,,Taschen,,,52357
,,,Taschentücher,,,167902
,,,Sets,,,175627
,Kinder,,,,,171146
,,Jungen,,,,260013
,,,Mode für Jungen,,,11452
,,,,Anzüge,,99754
,,,,Bademode,,51919
,,,,Hosen,,51920
,,,,"Jacken, Mäntel & Schneeanzüge",,51933
,,,,Jeans,,77475
,,,,Kapuzenpullover,,57916
,,,,Nachtwäsche,,84544
,,,,Pullover & Strick,,51946
,,,,Sets & Kombinationen,,156790
,,,,Shorts,,15615
,,,,Socken,,153564
,,,,Sportswear,,51959
,,,,"T-Shirts, Polos & Hemden",,175521
,,,,,Hemden,152487
,,,,,T-Shirts & Polos,51960
,,,,Trachtenmode,,97127
,,,,Unterwäsche,,51973
,,,,Westen,,176957
,,,Schuhe für Jungen,,,57929
,,,Jungen-Accessoires,,,57881
,,,,Armbänder,,122322
,,,,Geldbörsen & Etuis,,57887
,,,,Gürtel & Gürtelschnallen,,57883
,,,,Handschuhe & Fäustlinge,,57885
,,,,Hosenträger,,122320
,,,,Hüte & Mützen,,57884
,,,,Krawatten,,57886
,,,,Schals,,122321
,,,,Schirme,,175525
,,,,Schlüsselanhänger,,175524
,,,,Sonnenbrillen,,131411
,,,,Taschen,,57882
,,,,Sets,,260014
,,Mädchen,,,,260015
,,,Mode für Mädchen,,,11462
,,,,Bademode,,51567
,,,,Hosen,,51568
,,,,"Jacken, Mäntel & Schneeanzüge",,51580
,,,,Jeans,,77411
,,,,Kapuzenpullover,,152554
,,,,Kleider,,51581
,,,,Leggings,,152719
,,,,Nachtwäsche,,99735
,,,,Overalls,,175528
,,,,Pullover & Strick,,51582
,,,,Röcke,,51583
,,,,Sets & Kombinationen,,156801
,,,,Shorts,,15648
,,,,Skorts,,152553
,,,,Socken & Strümpfe,,153797
,,,,Sportswear,,51584
,,,,"Tops, T-Shirts & Blusen",,175529
,,,,,Blusen,175768
,,,,,T-Shirts & Tops,51585
,,,,Trachtenmode,,97128
,,,,Unterwäsche,,51586
,,,Schuhe für Mädchen,,,57974
,,,Mädchen-Accessoires,,,15628
,,,,Armbänder,,122342
,,,,Geldbörsen & Etuis,,15629
,,,,Gürtel & Gürtelschnallen,,57918
,,,,Haarschmuck,,57920
,,,,Handschuhe & Fäustlinge,,57919
,,,,Hüte & Mützen,,15630
,,,,Schals & Tücher,,57927
,,,,Schirme,,122341
,,,,Schlüsselanhänger,,175527
,,,,Schuhstecker & Shoe Charms,,150956
,,,,Sonnenbrillen,,122340
,,,,Taschen,,57917
,,,,Sets,,260016
,,Unisex für Kinder,,,,260017
,,,Unisex-Mode,,,155198
,,,,Bademode,,175653
,,,,Hosen,,175654
,,,,Jacken & Mäntel,,155201
,,,,Jeans,,175658
,,,,Kapuzenpullover & Sweatshirts,,155200
,,,,Nachtwäsche,,175656
,,,,Pullover & Strick,,175657
,,,,Shorts,,175655
,,,,Socken,,175697
,,,,Tops & Shirts,,155199
,,,,Uniformen,,175652
,,,Unisex-Schuhe,,,155202
,Babys,,,,,260018
,,Mode für Babys,,,,260019
,,,Anzüge,,,260028
,,,Bademode,,,260030
,,,Einteiler,,,260022
,,,Jacken & Mäntel,,,260023
,,,Kleider,,,260021
,,,Nachtwäsche,,,260026
,,,Outfits & Sets,,,260024
,,,Pullover & Strick,,,260029
,,,Röcke,,,260025
,,,Socken & Strumpfhosen,,,260027
,,,Taufkleidung,,,139762
,,,Tops & Shirts,,,260031
,,,Unterteile,,,260020
,,,Unterwäsche,,,260032
,,Schuhe für Babys,,,,147285
,,Accessoires für Babys,,,,163222
,,,Gürtel,,,176966
,,,Haarschmuck,,,18786
,,,Handschuhe & Fäustlinge,,,163225
,,,Hüte & Mützen,,,163224
,,,Krawatten,,,176968
,,,Schals & Tücher,,,175523
,,,Sonnenbrillen,,,176967
,,,Taschen,,,57748
,Spezielle Anlässe,,,,,260033
,,Hochzeit & Besondere Anlässe,,,,3259
,,,Brautkleider,,,15720
,,,Braut-Accessoires,,,106127
,,,,Brautschmuck,,163552
,,,,Gürtel & Taillenbänder,,180249
,,,,Haarschmuck,,163560
,,,,Handschuhe,,98735
,,,,Jacken & Stolen,,105472
,,,,Ringkissen,,130259
,,,,Schleier,,15719
,,,,Strumpfbänder,,15718
,,,,Taschen,,163551
,,,,Tiaras & Haarreifen,,105516
,,,,Unterröcke & Reifröcke,,98745
,,,,Sonstige,,106128
,,,Brautjungfernkleider,,,175633
,,,Brautschuhe,,,105471
,,,Damenhüte - Besondere Anlässe,,,131476
,,,Herren - Besondere Anlässe,,,105508
,,,,Anzüge & Smokings,,105515
,,,,Hochzeitshemden,,105512
,,,,Jacken,,105511
,,,,Krawatten & Kummerbunde,,105509
,,,,Westen,,105514
,,,,Accessoires,,148486
,,,,Sonstige,,114293
,,,Jungen - Besondere Anlässe,,,105520
,,,Mädchen - Besondere Anlässe,,,3263
,,,Mädchen-Accessoires,,,130207
,,,Sonstige,,,1265
,,Kostüme & Verkleidungen,,,,163147
,,,Kostüme,,,175648
,,,,Baby- & Kleinkinderkostüme,,90635
,,,,Damenkostüme,,53369
,,,,Herrenkostüme,,52762
,,,,Jungenkostüme,,80913
,,,,Mädchenkostüme,,80914
,,,,Unisex-Kostüme,,86207
,,,,Kostümpakete,,175649
,,,,Sonstige,,19255
,,,Faschings- & Theater-Kostüme,,,175650
,,,,Antike,,175765
,,,,Mittelalter,,125473
,,,,Renaissance,,175766
,,,,Barock & Rokoko,,163130
,,,,1900 bis heute,,175651
,,,,Sonstige,,163132
,,,Accessoires,,,155344
,,,,"Boas, Schals & Kränze",,175643
,,,,Brillen,,175646
,,,,"Capes, Mäntel & Umhänge",,155345
,,,,Fächer & Schirme,,175645
,,,,"Flügel, Schwänze, Ohren/Nasen",,155351
,,,,Gürtel & Schärpen,,175642
,,,,Handschuhe,,155348
,,,,Hüte & Kopfbedeckungen,,155349
,,,,Kronen & Diademe,,155346
,,,,Masken & Augenmasken,,116724
,,,,Perücken & Bärte,,155350
,,,,Prothesen,,175647
,,,,Requisiten,,163148
,,,,Schminke & Bühnen-Make-Up,,175644
,,,,Schuhe & Fußbekleidung,,155347
,,,,Taschen & Beutel,,175641
,,,,Sonstige,,82161
,,,Sonstige,,,163149
,,Vintage-Mode,,,,175759
,,,Vintage-Accessoires,,,182059
,,,,Brillen,,175805
,,,,Fächer,,182061
,,,,Geldbörsen & Etuis,,175769
,,,,Gürtel,,163601
,,,,Gürtelschnallen,,163600
,,,,Haarschmuck,,175819
,,,,Handschuhe,,175806
,,,,Hosenträger,,182062
,,,,"Hüte, Damen",,74969
,,,,"Hüte, Herren",,163619
,,,,"Hüte, Kinder",,182028
,,,,Hutschachteln,,14062
,,,,Kleiderbügel,,163606
,,,,Krägen,,163607
,,,,"Krawatten, -schals & Fliegen",,14070
,,,,Schals & Tücher,,175807
,,,,Schirme,,182063
,,,,Schuhzubehör,,163627
,,,,Sonnenbrillen,,48559
,,,,Spazierstöcke,,182060
,,,,Taschen & Leder,,74962
,,,,Taschentücher,,163608
,,,,Sonstige,,957
,,,Vintage-Mode für Damen,,,182047
,,,,"Anzüge, Sets & Anzugteile",,175792
,,,,Bademode,,175794
,,,,"Blusen, Tops & Shirts",,175795
,,,,Brautkleider & -schleier,,175799
,,,,Hosen,,175796
,,,,"Jacken, Mäntel & Westen",,175783
,,,,Jeans,,175785
,,,,Kleider,,175784
,,,,Nachtwäsche & Morgenmäntel,,175789
,,,,Overalls,,175787
,,,,Pullover & Strickjacken,,175786
,,,,Röcke,,175791
,,,,Shorts,,175790
,,,,Socken & Strümpfe,,182057
,,,,Sweats & Trainingsanzüge,,175793
,,,,Unterwäsche,,182048
,,,,,BHs,182049
,,,,,Korsagen,182051
,,,,,"Slips, Strings & Pants",182054
,,,,,Strumpfgürtel,182052
,,,,,Strumpfhosen,182053
,,,,,Unterhemden,182050
,,,,,Unterröcke & -kleider,182055
,,,,,Sonstige,182056
,,,,Sonstige,,965
,,,Vintage-Mode für Herren,,,182044
,,,,Anzüge,,175777
,,,,Bademode,,175779
,,,,Freizeithemden & Shirts,,175770
,,,,Hosen,,175780
,,,,Jacken & Mäntel,,175771
,,,,Jeans,,175773
,,,,Klassische Hemden,,175772
,,,,Nachtwäsche & Morgenmäntel,,175775
,,,,Pullover & Strickjacken,,175774
,,,,Sakkos,,182046
,,,,Shorts,,175776
,,,,Socken,,182045
,,,,Sweats & Trainingsanzüge,,175778
,,,,T-Shirts,,175781
,,,,Westen,,175782
,,,,Sonstige,,48861
,,,Vintage-Mode für Kinder,,,182025
,,,,Anzüge,,182040
,,,,Bademode,,182966
,,,,Blazer & Sakkos,,182039
,,,,Hosen,,182033
,,,,Jacken & Mäntel,,182031
,,,,Jeans,,182029
,,,,Kleider,,182027
,,,,Lätzchen,,182964
,,,,Nachtwäsche,,182037
,,,,Outfits,,182032
,,,,Overalls,,182030
,,,,Pullover & Strickjacken,,182041
,,,,Röcke,,182036
,,,,Shirts & Tops,,182043
,,,,Shorts,,182035
,,,,Socken & Strumpfhosen,,182038
,,,,Sweats & Trainingsanzüge,,182042
,,,,Taufkleider,,182026
,,,,Unterröcke & -kleider,,182965
,,,,Westen,,182967
,,,,Sonstige,,20291
,,,Vintage-Schuhe für Damen,,,74976
,,,Vintage-Schuhe für Herren,,,163628
,,,Vintage-Schuhe für Kinder,,,182034
,,,Sonstige,,,91247
,,Internationale Trachten,,,,155240
,,,Afrika,,,155241
,,,Europa,,,185094
,,,,Schottland,,185097
,,,,Sonstige Europäische Kleidung,,163145
,,,Indianisch,,,163146
,,,Lateinamerika,,,155252
,,,Ostasien,,,155242
,,,Süd- & Zentralasien,,,155246
,,,Südostasien & Ozeanien,,,175800
,,,Südwestasien/Mittlerer Osten,,,155253
,,,Sonstige,,,155254
,,Erotik,,,,179310
,,,Bondage Bekleidung,,,179312
,,,Damenunterwäsche,,,179313
,,,,BHs & BH-Sets,,179314
,,,,Bodys & Catsuits,,179315
,,,,Korsagen,,179316
,,,,"Slips, Strings & Pants",,179317
,,,,Strümpfe,,179318
,,,,Sonstige,,179319
,,,Herrenunterwäsche,,,179320
,,,Kostüme für Damen,,,179321
,,,Kostüme für Herren,,,179322
,,,Stiefel & Schuhe,,,179323
,,,Sonstige,,,179324
,,Kleiderpakete,,,,260034
,,Sonstige,,,,312
Modellbau,,,,,,22128
,Modelleisenbahn,,,,,180250
,,Steuerung,,,,180339
,,,Digitale Steuergeräte,,,158704
,,,Boosters,,,180340
,,,Decoders,,,180342
,,,Fahrregler,,,180343
,,,Trafos,,,180344
,,,Steuerungszubehör,,,180341
,,,Sonstige,,,31109
,,Spur Z,,,,19116
,,,Lokomotiven,,,96856
,,,Güterwagen,,,120271
,,,Personenwagen,,,122608
,,,Startpackungen & Zugsets,,,81094
,,,Gleismaterial,,,120272
,,,Teile & Zubehör,,,81083
,,,,"Gebäude, Tunnels, Brücken",,120273
,,,,Oberleitungen,,81088
,,,,Figuren,,81092
,,,,Lampen & Leuchten,,81087
,,,,Landschaftsbau,,81084
,,,,Signale,,81090
,,,,Aufkleber,,180261
,,,,Ersatzteile,,180262
,,,,Leerkartons,,180263
,,,,Sonstige,,30671
,,,Sonstige,,,7276
,,Spur N,,,,19119
,,,Lokomotiven,,,69812
,,,Güterwagen,,,69814
,,,Personenwagen,,,122564
,,,Startpackungen & Zugsets,,,22547
,,,Gleismaterial,,,69813
,,,Teile & Zubehör,,,81055
,,,,"Gebäude, Tunnels, Brücken",,99814
,,,,Oberleitungen,,31101
,,,,Figuren,,9045
,,,,Lampen & Leuchten,,31100
,,,,Landschaftsbau,,31104
,,,,Signale,,31103
,,,,Aufkleber,,165978
,,,,Ersatzteile,,180254
,,,,Leerkartons,,180253
,,,,Sonstige,,13294
,,,Sonstige,,,486
,,Spur TT,,,,30654
,,,Lokomotiven,,,81056
,,,Güterwagen,,,81061
,,,Personenwagen,,,81062
,,,Startpackungen & Zugsets,,,81063
,,,Gleismaterial,,,99825
,,,Teile & Zubehör,,,81064
,,,,"Gebäude, Tunnels, Brücken",,99830
,,,,Oberleitungen,,81069
,,,,Figuren,,81073
,,,,Lampen & Leuchten,,81068
,,,,Landschaftsbau,,160560
,,,,Signale,,81071
,,,,Aufkleber,,180258
,,,,Ersatzteile,,180259
,,,,Leerkartons,,180260
,,,,Sonstige,,30670
,,,Sonstige,,,9041
,,Spur H0,,,,19128
,,,Lokomotiven,,,97170
,,,Güterwagen,,,122572
,,,Personenwagen,,,122569
,,,Startpackungen & Zugsets,,,22548
,,,Gleismaterial,,,97168
,,,Teile & Zubehör,,,180280
,,,,"Gebäude, Tunnels, Brücken",,117369
,,,,Oberleitungen,,31108
,,,,Figuren,,11647
,,,,Lampen & Leuchten,,31107
,,,,Landschaftsbau,,11648
,,,,Signale,,122570
,,,,Aufkleber,,165982
,,,,Ersatzteile,,180281
,,,,Leerkartons,,159336
,,,,Sonstige,,11644
,,,Sonstige,,,484
,,Spur 00,,,,122601
,,,Lokomotiven,,,122604
,,,Güterwagen,,,122605
,,,Personenwagen,,,122602
,,,Startpackungen & Zugsets,,,112505
,,,Gleismaterial,,,69820
,,,Teile & Zubehör,,,180314
,,,,"Gebäude, Tunnels, Brücken",,69818
,,,,Oberleitungen,,180315
,,,,Figuren,,180316
,,,,Lampen & Leuchten,,180317
,,,,Landschaftsbau,,180318
,,,,Signale,,108955
,,,,Aufkleber,,180319
,,,,Ersatzteile,,180320
,,,,Leerkartons,,180321
,,,,Sonstige,,161152
,,,Sonstige,,,4978
,,Spur S,,,,19143
,,,Lokomotiven,,,180283
,,,Güterwagen,,,180286
,,,Personenwagen,,,180282
,,,Startpackungen & Zugsets,,,180285
,,,Gleismaterial,,,180284
,,,Teile & Zubehör,,,180287
,,,,"Gebäude, Tunnels, Brücken",,180288
,,,,Oberleitungen,,180289
,,,,Figuren,,180290
,,,,Lampen & Leuchten,,180291
,,,,Landschaftsbau,,180292
,,,,Signale,,180293
,,,,Aufkleber,,165985
,,,,Ersatzteile,,180294
,,,,Leerkartons,,180295
,,,,Sonstige,,180510
,,,Sonstige,,,16509
,,Spur 0,,,,19145
,,,Lokomotiven,,,122591
,,,Güterwagen,,,122596
,,,Personenwagen,,,122586
,,,Startpackungen & Zugsets,,,81042
,,,Gleismaterial,,,47437
,,,Teile & Zubehör,,,81043
,,,,"Gebäude, Tunnels, Brücken",,99807
,,,,Oberleitungen,,81049
,,,,Figuren,,81053
,,,,Lampen & Leuchten,,81048
,,,,Landschaftsbau,,81045
,,,,Signale,,81051
,,,,Aufkleber,,165987
,,,,Ersatzteile,,180251
,,,,Leerkartons,,180252
,,,,Sonstige,,31097
,,,Sonstige,,,485
,,Spur 1,,,,13290
,,,Lokomotiven,,,81012
,,,Güterwagen,,,81017
,,,Personenwagen,,,81018
,,,Startpackungen & Zugsets,,,81021
,,,Gleismaterial,,,99797
,,,Teile & Zubehör,,,81022
,,,,"Gebäude, Tunnels, Brücken",,99791
,,,,Oberleitungen,,81027
,,,,Figuren,,81031
,,,,Lampen & Leuchten,,81026
,,,,Landschaftsbau,,81023
,,,,Signale,,81029
,,,,Aufkleber,,180255
,,,,Ersatzteile,,180256
,,,,Leerkartons,,180257
,,,,Sonstige,,81034
,,,Sonstige,,,13289
,,Spur G,,,,19151
,,,Lokomotiven,,,122576
,,,Güterwagen,,,122580
,,,Personenwagen,,,122575
,,,Startpackungen & Zugsets,,,80990
,,,Gleismaterial,,,122578
,,,Teile & Zubehör,,,80979
,,,,"Gebäude, Tunnels, Brücken",,122574
,,,,Oberleitungen,,80985
,,,,Figuren,,80989
,,,,Lampen & Leuchten,,80984
,,,,Landschaftsbau,,80981
,,,,Signale,,80987
,,,,Aufkleber,,165989
,,,,Ersatzteile,,180264
,,,,Leerkartons,,180265
,,,,Sonstige,,30651
,,,Sonstige,,,4149
,,Lionel Standard Spur,,,,180508
,,,Lokomotiven,,,180323
,,,Güterwagen,,,180326
,,,Personenwagen,,,180322
,,,Startpackungen & Zugsets,,,180325
,,,Gleismaterial,,,180324
,,,Teile & Zubehör,,,180327
,,,,"Gebäude, Tunnels, Brücken",,180328
,,,,Oberleitungen,,180329
,,,,Figuren,,180330
,,,,Lampen & Leuchten,,180331
,,,,Landschaftsbau,,180332
,,,,Signale,,180333
,,,,Aufkleber,,180334
,,,,Ersatzteile,,180335
,,,,Leerkartons,,180336
,,,,Sonstige,,180337
,,,Sonstige,,,180338
,,Schmalspur von Nm-0m,,,,180509
,,,Lokomotiven,,,80991
,,,Güterwagen,,,80996
,,,Personenwagen,,,80997
,,,Startpackungen & Zugsets,,,80998
,,,Sonstige,,,9037
,,Seltene Spuren,,,,180296
,,,Lokomotiven,,,180298
,,,Güterwagen,,,180301
,,,Personenwagen,,,180297
,,,Startpackungen & Zugsets,,,180300
,,,Gleismaterial,,,180299
,,,Teile & Zubehör,,,180302
,,,,"Gebäude, Tunnels, Brücken",,180303
,,,,Oberleitungen,,180304
,,,,Figuren,,180305
,,,,Lampen & Leuchten,,180306
,,,,Landschaftsbau,,180307
,,,,Signale,,180308
,,,,Aufkleber,,180309
,,,,Ersatzteile,,180310
,,,,Leerkartons,,180311
,,,,Sonstige,,180312
,,,Sonstige,,,180313
,,Vitrinen & Aufbewahrung,,,,114299
,,Sachbücher & Ratgeber,,,,9047
,,,Kataloge,,,99847
,,,Bücher,,,9049
,,,Zeitschriften,,,99856
,,,Sonstige,,,9051
,Auto- & Verkehrsmodelle,,,,,222
,,"Autos, LKW & Busse",,,,180273
,,Baufahrzeuge,,,,180274
,,Boote & Schiffe,,,,180269
,,Flugzeuge & Raumschiffe,,,,180268
,,Landwirtschaftsfahrzeuge,,,,180275
,,Militär,,,,171138
,,Motorräder & Quads,,,,180276
,,Rennfahrzeuge,,,,171127
,,,Formel 1,,,180270
,,,Rallye,,,180271
,,,Tourenwagen & Sportwagen,,,180272
,,,Sonstige,,,45354
,,Sonstige Verkehrsmodelle,,,,180277
,,Literatur & Kataloge,,,,97093
,,Sammlungen,,,,73252
,,"Teile, Zubehör & Aufbewahrung",,,,180278
,,,Aufkleber & Aufnäher,,,171136
,,,Dioramas,,,166800
,,,Ersatzteile,,,171134
,,,Figuren,,,180279
,,,Gebäude & Teile,,,171137
,,,Strecken,,,2500
,,,Vitrinen & Aufbewahrung,,,171135
,,,Sonstige,,,7315
,Modellbausätze,,,,,9141
,,Holzmodellbau,,,,81147
,,,Fahrzeuge,,,81148
,,,Flugzeuge,,,81149
,,,Gebäude,,,81150
,,,Schiffe,,,9145
,,,Sonstige,,,81151
,,Papiermodelle,,,,81152
,,,Fahrzeuge,,,81153
,,,Flugzeuge,,,81154
,,,Gebäude,,,81155
,,,Schiffe,,,45985
,,,Sonstige,,,81156
,,Plastikmodelle,,,,81146
,,,Autos,,,9142
,,,Flugzeuge,,,15510
,,,,Maßstab 1:48,,99914
,,,,,Düsenflugzeuge,15512
,,,,,Hubschrauber,99915
,,,,,Propellerflugzeuge,99938
,,,,Maßstab 1:72,,99916
,,,,,Düsenflugzeuge,15513
,,,,,Hubschrauber,99917
,,,,,Propellerflugzeuge,99939
,,,,Maßstab 1:32,,99912
,,,,,Düsenflugzeuge,15511
,,,,,Hubschrauber,99913
,,,,,Propellerflugzeuge,99937
,,,,Maßstab 1:100,,99918
,,,,,Düsenflugzeuge,31112
,,,,,Hubschrauber,99919
,,,,,Propellerflugzeuge,99940
,,,,Maßstab 1:144,,99920
,,,,,Düsenflugzeuge,31113
,,,,,Hubschrauber,99921
,,,,,Propellerflugzeuge,99941
,,,,Sonstige,,9144
,,,Militär,,,13299
,,,,Maßstab 1:25 & größer,,13298
,,,,Maßstab 1:35,,87320
,,,,,Fahrzeuge,87321
,,,,,Figuren,87322
,,,,,Geschütze,87323
,,,,,Kettenfahrzeuge,87324
,,,,,Sonstige,13300
,,,,Maßstab 1:48,,13301
,,,,Maßstab 1:72,,114301
,,,,,Fahrzeuge,114302
,,,,,Figuren,114303
,,,,,Geschütze,114304
,,,,,Kettenfahrzeuge,114305
,,,,,Sonstige,13302
,,,,Bücher und Zeitschriften,,13303
,,,,Sonstige,,9147
,,,Motorrad,,,12214
,,,Raumfahrt,,,9149
,,,Schiffe,,,100017
,,,,Zivil,,100018
,,,,Militär,,9150
,,,,Segelschiffe,,100019
,,,,U-Boote,,100020
,,,Science-Fiction & Fantasy,,,9151
,,,Trucks & Lkws,,,13304
,,Sonstige,,,,9152
,RC-Modellbau,,,,,2562
,,RC Modelle & Bausätze,,,,182181
,,,Autos & Motorräder,,,182183
,,,Flugzeuge,,,182182
,,,Hubschrauber,,,123847
,,,Kettenfahrzeuge,,,45986
,,,LKW & Industriefahrzeuge,,,182184
,,,Quadrocopter & Multicopter,,,182185
,,,Schiffe & Wasserfahrzeuge,,,87480
,,,Sonstige RC Modelle & Bausätze,,,182186
,,RC Modellbau Teile & Zubehör,,,,182187
,,,Fernsteuerung & Elektronik,,,19839
,,,,Akkuhalterungen & -deckel,,183469
,,,,Akkus,,40700
,,,,Antennen,,182176
,,,,Beleuchtung & Lämpchen,,182177
,,,,ESCs/Fahrten- & Flugregler,,74312
,,,,Flight Recorder & Telemetrie,,183470
,,,,Flugsteuerungen & Gyroskope,,27652
,,,,Ladegeräte,,56605
,,,,Platinen & Module,,183471
,,,,Sender & Empfänger,,40703
,,,,Servos & Servo-Zubehör,,56615
,,,,"Stecker, Schalter & Kabel",,182178
,,,,Sonstige,,9161
,,,"Motor, Kraftstoff- & Abgasanl.",,,182188
,,,,Elektromotoren,,100058
,,,,Verbrennungsmotoren,,182189
,,,,Auspuffanlagen & Schalldämpfer,,182190
,,,,Kraftstoffversorgung & Zubehör,,182191
,,,,"Zündung, Glüh- & Zündkerzen",,182192
,,,,"Öle, Schmiermittel & Wartung",,182194
,,,,Motorteile & -zubehör,,182193
,,,,Sonstige,,182195
,,,"Chassis, Antrieb & Räder",,,182196
,,,,Antriebstle./Kupplung/Getriebe,,182200
,,,,Bremsenteile,,182197
,,,,"Chassis Platten, Rahmen & Sets",,182198
,,,,Federungs- & Lenkungsteile,,182199
,,,,Räder/Reifen & Felgen/Radnaben,,182201
,,,,Sonstige,,182202
,,,Karosserie- & Innenraumteile,,,182203
,,,,Autos & Motorräder,,34061
,,,,Flugzeuge,,182204
,,,,Hubschrauber,,182205
,,,,Kettenfahrzeuge,,116077
,,,,LKW & Industriefahrzeuge,,182206
,,,,Quadrocopter & Multicopter,,182207
,,,,Schiffe & Wasserfahrzeuge,,34058
,,,,Sonstige Fahrzeuge,,182208
,,,RC Baustoffe & Materialien,,,182210
,,,RC Eisenwaren & Befestigungen,,,182211
,,,"Klebstoffe, Farben, Veredelung",,,182209
,,,RC Werkzeuge & Werkzeugsets,,,68407
,,,RC Baupläne & Handbücher,,,182212
,,,Sonstige,,,182213
,,Fesselflugzeuge & Freiflug,,,,34054
,,Speedmodellautos/Tether Cars,,,,168247
,,Flugsimulatoren,,,,171145
,,Sonstige,,,,168248
,Rennbahnen & Slotcars,,,,,19844
,,Autos,,,,9117
,,,Carrera Evolution,,,9119
,,,Carrera 132,,,4781
,,,Carrera Exclusiv,,,23647
,,,Carrera 124,,,2617
,,,Carrera 160,,,25926
,,,Carrera Profi,,,23650
,,,Carrera Servo,,,10764
,,,Faller AMS,,,9094
,,,Faller HitCar,,,10508
,,,Fleischmann,,,10765
,,,Fly,,,19851
,,,Märklin Sprint,,,9120
,,,Ninco,,,22551
,,,Parma,,,22552
,,,Scalextric,,,19852
,,,SCX,,,19853
,,,Stabo,,,28810
,,,Sonstige,,,9118
,,Bahnen,,,,19845
,,,Komplettsets,,,81173
,,,,Carrera,,19846
,,,,Ninco,,81174
,,,,Scalextric,,81175
,,,,Sonstige,,81176
,,,Streckenteile,,,81177
,,,,Carrera,,81178
,,,,,160,81179
,,,,,132 Universal,81180
,,,,,124 / Exclusiv / Evolution,19847
,,,,,Servo,81181
,,,,Ninco,,81182
,,,,Scalextric,,81183
,,,,Sonstige,,81184
,,Trafos & Regler,,,,19848
,,Zubehör & Tuning,,,,19849
,,Sonstige,,,,19850
,Dampfmaschinen,,,,,14737
,,Bing,,,,27648
,,Fleischmann,,,,27649
,,Märklin,,,,27650
,,Wilesco,,,,27651
,,Sonstige,,,,9143
,Werkzeug,,,,,23643
,,Airbrush,,,,31125
,,,Farben,,,31126
,,,Komplett-Sets,,,70770
,,,Kompressoren,,,31127
,,,Pistolen,,,31128
,,,Schablonen,,,70771
,,,Sonstige,,,26157
,,Drehen & Fräsen,,,,23644
,,Elektrowerkzeuge,,,,27653
,,,Proxxon,,,27654
,,,Dremel,,,27655
,,,Sonstige,,,23645
,,Handwerkzeug,,,,23646
,,Messwerkzeuge,,,,25927
,,Spezialwerkzeuge,,,,25928
,,Werkstoffe,,,,100067
,,,Holz,,,100068
,,,Kunststoff,,,100069
,,,Metall,,,25929
,,Sonstige,,,,22550
Möbel & Wohnen,,,,,,11700
,Badzubehör & -textilien,,,,,26677
,,"Ablagen, Schalen & Körbe",,,,54075
,,Badeenten & -spielzeug,,,,166355
,,Badewannenkissen,,,,66721
,,Badzubehör-Sets,,,,176990
,,Bürstengarnituren,,,,66723
,,Dusch- & Wanneneinlagen,,,,66722
,,Duschabzieher & Badwischer,,,,166359
,,Duschvorhänge,,,,20441
,,Duschvorhanghaken,,,,32874
,,Duschvorhangstangen,,,,168132
,,"Hand-, Bade- & Saunatücher",,,,40587
,,Handtuchhalter,,,,20442
,,Kacheldekore,,,,77488
,,Kosmetiktücherboxen & -halter,,,,25452
,,Personenwaagen,,,,108298
,,Seifenschalen & -spender,,,,25451
,,Spiegel,,,,133693
,,Toilettenpapierhalter,,,,32876
,,Toilettensitze,,,,37637
,,Vorleger & Matten,,,,133696
,,Zahnputz-Sets,,,,25453
,,Sonstige,,,,19783
,Beleuchtung,,,,,20697
,,Deckenlampen & Kronleuchter,,,,117503
,,Lampen,,,,112581
,,Lampenschirme,,,,20708
,,Leuchtmittel,,,,20706
,,Lichtschläuche & -ketten,,,,116022
,,Nachtlichter,,,,20702
,,Wandleuchten,,,,116880
,,Smart Home-Beleuchtungen,,,,185044
,,,Smart-Beleuchtungskörper,,,185046
,,,Smart-Leuchtmittel,,,185045
,,,Smart-Lichtbänder,,,185071
,,,Smart Home-Beleuchtungskits & -hubs,,,185047
,,,Smart Home-Beleuchtungsteile,,,257932
,,,Smart Home-Beleuchtungszubehör,,,260154
,,Lampenteile,,,,20705
,,Lampenzubehör,,,,260153
,,Sonstige,,,,3201
,"Bettwaren, -wäsche & Matratzen",,,,,20444
,,Bettlaken,,,,20460
